-0.362586	0.017603	30
-0.351354	0.0816353	31
-0.32205	0.0937039	32
-0.333846	0.0767208	31
-0.326455	0.105775	38
-0.324231	0.0628675	31
-0.388384	0.0180809	127
-0.335237	0.0879567	38
-0.342894	0.0484536	33
-0.393197	-0.0148288	127
-0.3841	0.0326821	127
-0.300902	0.0872232	32
-0.362224	0.019717	30
-0.343277	0.0728455	31
-0.339551	-0.00143446	30
-0.413532	0.0355309	127
-0.341518	0.0935005	31
-0.412593	0.0540023	127
-0.357983	0.0354627	33
-0.316533	-0.00459641	39
-0.357426	0.0382785	31
-0.390119	0.0162896	34
-0.343975	0.0572725	31
-0.390541	-0.0195816	35
-0.414489	0.000615473	127
-0.361261	0.0467132	127
-0.322313	0.0628653	33
-0.33984	0.00102885	30
-0.334445	0.090211	31
-0.398587	-0.0033605	34
-0.315702	0.113662	38
-0.385721	-0.0217748	34
-0.445572	-0.0894165	128
-0.393447	0.0325431	127
-0.368552	0.0199471	127
-0.315834	0.0620702	33
-0.287751	0.0957831	32
-0.293553	0.0630979	33
-0.346145	0.0937617	38
-0.42189	-0.0637226	35
-0.381765	0.0400636	127
-0.376425	0.00614537	34
-0.340211	0.0163866	39
-0.276099	0.108618	36
-0.39498	-0.0514412	35
-0.317608	0.0288231	39
-0.335597	0.0891213	31
-0.293696	0.128958	38
-0.413669	-0.0286856	35
-0.376257	0.0157476	34
-0.360514	0.0583482	31
-0.446712	-0.0308047	35
-0.345078	0.0376847	33
-0.354257	0.0551138	31
-0.388155	0.0144347	34
-0.417225	-0.0766038	128
-0.3806	0.0542324	127
-0.399819	-0.00615045	34
-0.328292	0.0816358	31
-0.371095	-0.016411	34
-0.33045	0.0331107	33
-0.295721	0.0836214	32
-0.365014	0.0429234	127
-0.282947	0.114905	32
-0.324503	0.0326299	33
-0.292928	0.123464	38
-0.336144	0.0257888	39
-0.305157	0.122793	38
-0.348775	0.0636654	31
-0.331291	0.0831218	31
-0.350581	0.0340103	33
-0.305963	0.108892	38
-0.30117	0.0485993	33
-0.330831	0.0106799	39
-0.372568	0.0520949	127
-0.356673	-0.0279399	34
-0.284241	0.100755	32
-0.257614	0.162099	37
-0.3381	0.0220959	39
-0.327749	0.067633	33
-0.276595	0.0727971	41
-0.340978	0.0237541	39
-0.27821	0.120956	36
-0.300391	0.143206	128
-0.287473	0.0589225	33
-0.302345	0.0635976	33
-0.336776	0.0325982	33
-0.381396	0.0284098	127
-0.293814	0.0502251	33
-0.344497	0.0496665	31
-0.325105	0.110065	128
-0.355899	0.0764369	31
-0.280897	0.0427526	41
-0.273748	0.0969146	32
-0.279536	0.151211	37
-0.274012	0.158296	37
-0.368143	-0.0150202	34
-0.33793	0.0250251	39
-0.367964	-0.00190618	34
-0.341733	0.121526	128
-0.297845	0.0996346	38
-0.362569	0.0653182	31
-0.315167	0.148824	128
-0.29988	0.010915	39
-0.316296	0.0815068	32
-0.362638	0.0166939	30
-0.361672	-0.0119328	34
-0.301136	0.0689069	31
-0.286642	0.13932	37
-0.336206	0.0298628	39
-0.342442	0.0394745	33
-0.340682	0.00347659	39
-0.299296	0.0703436	32
-0.397547	-0.0690875	128
-0.31629	0.0260807	39
-0.250469	0.108486	40
-0.32109	0.0780015	31
-0.236977	0.104087	40
-0.275976	0.169235	37
-0.215863	0.138709	44
-0.229606	0.0572652	129
-0.232506	0.12183	41
-0.263911	0.158717	37
-0.260166	0.0544004	41
-0.260516	0.099866	40
-0.25272	0.136541	37
-0.257133	0.145043	37
-0.260664	0.0980108	32
-0.275503	0.119216	36
-0.272985	0.126232	36
-0.247361	0.106186	40
-0.277375	0.0554579	41
-0.292248	0.00739183	39
-0.305987	0.0724175	32
-0.248948	0.123784	40
-0.252431	0.116545	40
-0.292021	0.0727096	33
-0.286962	0.00223583	39
-0.282333	0.122945	32
-0.253898	0.14337	37
-0.280316	0.0400747	41
-0.341313	0.022909	39
-0.246991	0.093475	40
-0.233989	0.165785	37
-0.350177	0.0370215	33
-0.256747	0.0609585	129
-0.274517	0.100836	32
-0.262592	0.0882765	32
-0.259413	0.123495	36
-0.255416	0.0500119	129
-0.31409	0.122934	128
-0.255589	0.132265	36
-0.238248	0.141437	41
-0.220357	0.094668	43
-0.192097	0.136346	49
-0.262548	0.134311	36
-0.191091	0.141135	44
-0.319911	0.0698196	32
-0.312682	0.142427	128
-0.214987	0.132766	41
-0.326058	0.108184	38
-0.28978	0.166628	37
-0.229455	0.0943033	41
-0.306626	0.0754669	31
-0.289633	0.118947	38
-0.271422	0.118897	36
-0.221511	0.0631658	129
-0.233391	0.157029	41
-0.208367	0.149505	44
-0.24667	0.127476	36
-0.212214	0.195023	45
-0.237041	0.169597	45
-0.255769	0.131078	36
-0.256308	0.0445289	41
-0.1874	0.100801	47
-0.234155	0.0437564	129
-0.234629	0.0626289	129
-0.208456	0.191632	45
-0.297213	0.0483313	33
-0.295356	0.138202	38
-0.233082	0.10133	43
-0.243569	0.035008	128
-0.220195	0.200265	45
-0.2133	0.0805363	129
-0.194436	0.192564	48
-0.299799	0.0619828	33
-0.180887	0.154862	44
-0.181077	0.083286	129
-0.203502	0.0963945	47
-0.250895	0.158442	37
-0.339395	0.08659	31
-0.267027	0.0642619	41
-0.239792	0.0681959	129
-0.189084	0.125019	49
-0.276624	0.0419521	33
-0.278426	0.117206	36
-0.298968	0.0972181	38
-0.303849	0.0865993	32
-0.231945	0.128626	41
-0.238712	0.0895292	40
-0.212153	0.170956	44
-0.238923	0.230654	45
-0.245041	0.149768	41
-0.156759	0.121981	49
-0.218975	0.147192	44
-0.21929	0.0988349	43
-0.256481	0.132039	36
-0.178323	0.174854	48
-0.250836	0.115187	40
-0.245299	0.12068	40
-0.226388	0.0864335	43
-0.135449	0.167017	53
-0.230362	0.178956	45
-0.253497	0.126389	36
-0.147406	0.0794241	129
-0.116198	0.102754	95
-0.165138	0.185769	48
-0.134931	0.142702	53
-0.205184	0.17735	45
-0.12061	0.0971907	95
-0.18121	0.103952	49
-0.133348	0.171919	53
-0.181765	0.202722	52
-0.1442	0.17822	50
-0.184411	0.188276	48
-0.193073	0.15686	44
-0.148418	0.0908059	129
-0.218758	0.24649	45
-0.229423	0.126642	41
-0.144499	0.155502	53
-0.135763	0.145651	129
-0.151847	0.191593	52
-0.189991	0.146985	44
-0.217002	0.112209	47
-0.197656	0.200381	45
-0.203517	0.190728	42
-0.194751	0.111164	47
-0.237705	0.117137	41
-0.221441	0.173942	45
-0.124481	0.150836	53
-0.161345	0.113944	49
-0.168566	0.188794	48
-0.165813	0.1724	49
-0.22802	0.145266	41
-0.156773	0.152126	49
-0.144708	0.129391	49
-0.228815	0.104191	43
-0.157168	0.205703	52
-0.197772	0.140685	44
-0.212826	0.184915	45
-0.0966349	0.191045	53
-0.0600965	0.217816	51
-0.145636	0.239426	52
-0.106838	0.139054	53
-0.152017	0.197594	52
-0.102591	0.213431	52
-0.195018	0.168035	44
-0.189491	0.156213	44
-0.0888198	0.142952	53
-0.147542	0.165558	49
-0.125381	0.173215	53
-0.0755838	0.142508	53
-0.0543912	0.143362	95
-0.0879035	0.183981	53
-0.114053	0.12855	53
-0.0952139	0.157085	53
-0.155771	0.213117	52
-0.0760194	0.215262	51
-0.095715	0.144973	53
-0.0778133	0.149812	53
-0.115865	0.194119	50
-0.150606	0.184804	50
-0.15364	0.185194	48
-0.139073	0.0884871	49
-0.164545	0.195815	48
-0.0654508	0.245704	55
-0.111641	0.218638	52
